overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
4.0,True,"03 18, 2013",AD0SHQKYOPRYZ,B001F0TM3K,,Von Watson,Jackie shows us again that he can fight.  This is a typical Jackie Chan fight film.  It will be enjoyable to any fan.,Typical Jackie Chan action flick.,1363564800,,
4.0,True,"03 25, 2013",A2IHLYCBXKBMTZ,B001VLBDBC,{'Format:': ' DVD'},Derek,If you have the series don't bother. The movies are just the series in a compact version. Although if you want to save some money and see the series this is a good option.,If you have the series don't bother,1364169600,3,
5.0,True,"04 20, 2017",A3HRD4DJIA0Y1,B00R041BVQ,{'Format:': ' Amazon Video'},A,Fantastic story and great characters.,Excellent,1492646400,,
5.0,True,"08 18, 2013",A316HZ9ECTZLB2,B00000JKSG,{'Format:': ' DVD'},UnJustin,This is probably the 6 or 7th copy of this DVD i have purchased.  i give them as gifts to my grand daughters when they are about the right age to enjoy and understand them.,DVD - Anne of Green Gables,1376784000,,
5.0,True,"12 13, 2014",A24KSFA19N69US,B005ELVCS4,{'Format:': ' DVD'},jp,neat,Five Stars,1418428800,,
5.0,True,"08 3, 2013",A2M8YG0P5S0AMF,B00C7A8WNS,{'Format:': ' DVD'},wildwitch,"best medical doctor show ever
shout factory is great for trying to finish up what the broke unreliable mca universal cant do
lets hope shout will re do the terribly done first box set of this  one can hope

buy this nuff said",quincy is the man,1375488000,,
4.0,True,"01 4, 2016",A287VN9A5PEV56,6303442447,{'Format:': ' Amazon Video'},mb,cute cute movie,Four Stars,1451865600,,
5.0,False,"02 15, 2016",A33TLG1ZGD6003,7799144076,{'Format:': ' Amazon Video'},yelmertac,Arrived as promised.,Five Stars,1455494400,,
3.0,True,"01 15, 2017",A2M0JOQWQ0KAJO,B01HC3880G,{'Format:': ' Blu-ray'},Amazon Reviewer,"Not nearly as good as the first Independence Day movie.  After seeing this sequel, I would have passed on this purchase.",Not nearly as good as the first Independence Day movie,1484438400,,
5.0,True,"04 24, 2014",A1PDTZQMXAJLT7,B00364K7AU,,gadget annie,"I don't really watch many of these kind of movies. But one day my sister came over with this movie and encouraged me to watch it.  I was glad I did.  I have a lot more respect for Sandra Bullock as an actress as well as Kathy Bates.  Tim McGraw was a plus. The book by Michael Lewis was great, and this movie, although a bit different, did it justice. Quinton Aaron did a wonderful job as Michael Oher. Heartwarming to say the least.",great job Sandra!,1398297600,,
2.0,True,"05 26, 2013",A1SBPSJZUMP3DP,B01GJQCZ7Y,{'Format:': ' DVD'},Shirley A. Young,My son had recommended it...I was under the impression it was a true story...no way do I see it the way it was portrayed....didn't like it.....,thought it was baste on truth,1369526400,,
5.0,True,"03 9, 2017",ANREISZFU1VU2,B00ZPH4SAQ,{'Format:': ' Prime Video'},ArmyAviation,A Great reminder of the power of GOD and how he is in control.,Inspirational.,1489017600,,
5.0,True,"08 16, 2013",A2TXBADZG1BISN,B005FRWTSO,{'Format:': ' DVD'},B Kohlhase,"This is a great workout and will tone you very quickly! The best stress reliever I have found in a long time. I have neck problems and my c5-6 vertebrae fused, and I love KB for the muscle building and straightening aspect of this workout. If you want quick results and want to have a workout which makes you feel strong, then this is for you!",Great first Kettlebell workout!,1376611200,,
3.0,False,"04 3, 2006",ARDB82CYXDQ8I,0783245130,{'Format:': ' DVD'},krb273,"This a great dvd collection, the creature effects in these movies are still amazing looking even today,but i'm still disappointed that the first two were not in 3D like at the theatres,i remember watching it late night on tv in its 3D glory, sitting there with my 3D glasses on,jumping when the creature came close to the screen,or when some of the fish swimming by looked like they coming out the tv. Thank God they didn't try to colorize it like some classic movies but i still wish they would have saved the 3D effects so future viewers could've enjoyed what Black Lagoon movie watchers my age did so many years ago.",WHERE'S THE 3-D???,1144022400,,
4.0,False,"10 31, 2005",A16CZRQL23NOIW,6304286791,{'Format:': ' VHS Tape'},Hiram Gmez Pardo Venezuela,"We have a delirious picture. Filmed in the late years of the WW2, and after making the penetrating and Faustian ""Devil and Mr. Webster"", Dieterle decided to bet for this tongue in the cheek movie; inspiring in Budu saved from waters, the central character is a sympathetic and talented beggar who practices magic and decides to break the walls with just an intention in mind: to bring the expected happiness of his daughter who is love with a Caliph; but on the road there will be more laughable and funny situations.

Marlene Dietrich stole the show with her erotic appearance in an Arabian dance painted of gold (a pioneer device for Goldfinger, perhaps?).

Go for this version that to my mind remains several echelons respect the 1955 version. But in last instance you have the last word. My reason to maintain this statement is to underline the rhythmic precision and edition work that do not seem to faint just for a second.",The sum of the parts exceeds by far its result!,1130716800,2,
5.0,True,"10 10, 2010",A3EUSH8DPW75LR,B0029XZODO,{'Format:': ' Blu-ray'},barry,"DEXTER is one of those rare dramas that started with a bang from the get go and has only gotten better with each season.  I purchased this set of the first three seasons and watched all 36 episodes over a matter of two weeks.  It honestly takes only the pilot episode for the show to strongly establish the story line, introduce all the characters as fully developed people and even start a strong plot line.  Of course what holds the show together is Dexter himself.  If this show hadn't been handled so perfectly it could have easily crossed many lines of taste and morals.  But instead it is written, directed, acted and produced with intense loving care and intelligence.

We have Dexter Morgan who is a blood splatter analyst for the Miami Metro Police Department.  He was orphaned at an early age and brought intro a cops family where he quickly formed a strong bond with his sister Debra as well as Harry, his adoptive father.  Dexter saw much bad as an infant and his father notices his tendencies that aren't fully human.  Dexter cannot feel emotions and doesn't understand the difference between right and wrong.  He also has a strong desire to kill.  His father Harry teaches him a code to live and  also to kill by when he must.  He teaches him how to fake emotions and how to behave to appear as belonging in normal society.  Michael C. Hall embodies the adult Dexter fully.  He had a strong character on a previous series SIX FEET UNDER but all that is forgotten with his tour de force performance on DEXTER.  The show is seen through the eyes of Dexter.  His voice over tells us all Dexter is experiencing as the plotlines develop.  We have here a serial killer who only kills people who deserve to die - the serial killers and murderers in society.  For the writers and Michael C. Hall to get the audience to root for a serial killer is a great feat.

The first season is amazing and concerns the search for the Ice Truck Killer.  The season runs strong and the finale is amazing - so amazing that season two seemed to start a little slow.  But leave it to DEXTER.  The writers were only continuing the story as necessary to keep everything believable.  And with the blink of an eye season two becomes amazing as well as we now have the Bay Harbor Butcher.  Season three was the first to introduce a guest star throughout the season and we have Jimmy Smits as Miami DA Miguel Prado.  He and Dexter become friends which is a new and confusing thing for Dexter.  Miguel also becomes a sort of apprentice and things get out of control.  In season four John Lithgow appears as The Trinity Killer and DEXTER raises the bar in all areas and it becomes the best season thus far.

All characters are believable and acting superb.  Introduced in the first season is troubled soul Rita, a woman with whom Dexter can find some peace.  Her presence other than Debra is the only calming influence for Dexter.  Many tv series have been put on blu ray and it is only a gimmick to take advantage of the new media.  Often picture and audio is lacking and honestly not much better than the dvd option.  DEXTER is the definite exception.  Taking place in Miami there are many beautiful outside shots of sea, sky and beautiful scenery.  It is all crisp and clear.  Facial tones are impeccable and everything about the blu ray video transfer is first rate.  Seeing the close ups and the crispness and ratio of colors and great definition between black/white colors will have the viewer amazed.  And the audio is also heads above the dvd and tv digital options.  The series opening segment begins each episode with strong bass and vibrant sound.  Dialogue is crisp and over it all Dexter's voice over is strong and prominent. It is as if the viewer is in his mind.  And the music is so much more noticable.  When the killings happen all speakers are put to scary use.  The show is more of a front speaker driven show with home theater systems and it is utilized well.  Also when needed the rear speakers come to life full force.  Audio is definitely superb.

DEXTER only gets better with each season.  With a great cast, superb writing and the amazing presence of Michael C. Hall as Dexter the show is the most innovative, risk taking and simply the best on tv.  When will Michael C. Hall finally get his well deserved Emmy?  And finally, all the seasons on blu ray come highly recommended.  It ups the ante on the show in every way and shows just how great blu ray can be.",Best show on tv - amazing on blu ray,1286668800,,
4.0,False,"07 23, 2011",A2K4G6SMXVP69R,B0037YHOSW,{'Format:': ' DVD'},Earline Taylor,"I HAVE WARNED CUSTOMERS ABOUT BUYING FROM SOME OF THESE OTHER MERCHANDISERS. SOMETIMES WHAT THEY ARE OFFERING ARE SERIES RECORDED FROM SOME TELEVISION STATION WITH THE COMMERCIALS EDITED OUT. IF YOU ARE LUCKY ENOUGH TO AT LEAST GET WHAT YOU THOUGHT YOU ORDERED, THE QUALITY WILL BE SO BAD: POOR PICTURE QUALITY, POOR AUDIO, MISSING OR CUT OFF CREDITS AT THE BEGINNING, MISSING OR CUT OFF CREDITS AT THE END. THERE ISN'T ANY LABELING, SO YOU DON'T KNOW WHAT/WHICH EPISODE YOU'RE WATCHING. SOME OF THE EPISODES ARE CUT OFF AT THE BEGINNING, OR AT THE END. SOME OF THE PICTURES ARE SO BRIGHT YOU CAN NOT SEE THEM. SOME OF THEM ARE SO DARK YOU CAN NOT SEE THEM. SOME OF THE EPISODES WON'T PLAY. THE PACKAGING AND ARTWORK IS AWFUL. AND THE LIST GOES ON AND ON AND ON AND ON AND ON. HOW DO I KNOW THIS?! LAST YEAR I BOUGHT WHAT I THOUGHT WAS THE ENTIRE DYNASTY SERIES FROM ONE OF THESE BUSINESSES. AND WHAT I MENTIONED ABOVE IS JUST WHAT I GOT. THAT WAS THE WORSE $100 I EVERY SPENT. I STILL, TO THIS DAY, HAVE NOT VIEWED ALL OF THE EPISODES. THEY ARE JUST HORRIBLE. IF WHAT YOU ARE BUYING IS NOT BEING OFFERED BY AMAZON, THEN CAVEAT EMPTOR-LET THE BUYER BEWARE. AND THIS IS FOR ALL OF THE MOVIE LOVERS WHO ARE TRYING TO FIND THEIR FAVORITE MOVIES ON DVD: IF YOU ARE TRYING TO BUY A MOVIE ON DVD, BE CAREFUL. SOME OF THESE PEOPLE RECORD THE MOVIE FROM TELEVISION OR FROM VHS ONTO DISC AND SELL IT UNDER THE PRETENSE THAT IT WAS ALREADY MANUFACTURED ON DISC AND THEY HAVE ONE TO SELL. SURE, THEY HAVE ONE TO SELL, A BOOTLEG COPY. IF YOU CAN FIND NO MANUFACTURED SOURCE TO SAY THAT IT WAS AVAILABLE ON DVD, DON'T BUY IT, OR BUY IT AT YOUR OWN RISK. ONCE AGAIN, CAVEAT EMPTOR. THE STARS ARE FOR THE STORIES ON BAYWATCH. THIS WAS A PRETTY DECENT SHOW.",BAYWATCH & OTHER SERIES NOT OFFERED BY AMAZON,1311379200,6,
5.0,True,"06 17, 2015",A29J778MDL9Q6O,B00683T5L8,{'Format:': ' Amazon Video'},CatziAggie,"I really loved this movie!...the special effects were great, they weren't over the top CG and the storyline was good...the action keeps you going and it has some comedy relief.  The actors weren't the best, but they were perfect for their roles.  I strongly recommend for a good nights entertainment!",A Giant for me!,1434499200,,
5.0,True,"07 3, 2013",A3NAE963Q6CLET,6304500831,{'Format:': ' DVD'},Joseph L. Succetti Jr.,What can I say? This is another Disney classic from the story line to the great music in this DVD. My 2 year old loves it!,Jungle Book,1372809600,,
5.0,True,"07 29, 2018",ABQJ31Q0DGBLC,B00PY4Q9OS,{'Format:': ' Amazon Video'},Robert C McClure,I'd buy again...and again !!! I love it..,I'd buy again...and again !!! I love it..,1532822400,,
2.0,True,"12 15, 2013",ADKKDZGDVEVWZ,6301442768,{'Format:': ' DVD'},NHMovieLover,"A friend of mine referred me to this movie. I took a chance and purchased it as I love Maggie Smith. Many movies that she has been in I loved, unfortunately, this was not one of them. I can not state exactly what it was about this film I didn't like other then saying ""YAWN"". I found myself climbing the walls hoping it was going to get better, it never did and then when it was over I was glad to open the player and take this disc out. Sorry Maggie but this wasn't one of your finest.",Not overly impressed with this YAWN fest,1387065600,,
5.0,True,"01 9, 2017",A2HFDB0CZFSR8O,0792898524,{'Format:': ' Amazon Video'},tru123,"Green Acres, My favorite TV series of all time. It never gets old.",My favorite TV series of all time,1483920000,,
2.0,False,"08 27, 2012",A3W30NTO3IQH6N,B007UW9W8W,{'Format:': ' Amazon Video'},Gulf Coast Nomad,"I found the show entertaining and watched it all the way to the end. For some reason though, I kept thinking that I was holding out for an ending that would convince me the time wasn't a total waste. Didn't happen. I enjoyed Redford & Newman in Butch Cassidy and Sundance Kid but the acting was much better - this show doesn't meet the same standards.",The message is sad but not that deep,1346025600,4,
2.0,False,"09 21, 2008",A105HXZN1VAS4D,B001BN4WLS,{'Format:': ' DVD'},J. Kapsalis,"There are plenty of shows that release an entire season at reasonable prices. I've been collecting Dallas for $30 and under for an entire season - and they WERE the ratings CHAMP - #1 for five seasons, unlike Dynasty, which only achieved that rating for one season. The marketers are being greedy, and those who feel ripped off should not buy it so as not to encourage this sort of marketing ploy in the future. We can live without the third season of Dynasty - life will go on. If we don't draw the line somewhere, we'll be forever taken to the cleaners.",Greedy - Don't Make Excuses,1221955200,10,
5.0,True,"12 10, 2017",AV399Z6NRRACG,B00KRGYDE6,{'Format:': ' DVD'},Fay E. Penn,What I found unique and astounding about this product is  actually knowing something significant that took place every day in a war that took place over several years . If you watch movies and play video games and read books based on this war there is so much subject matter that this in itself is no small feat. Yes there are some mispronunciations but the amount of material that this has at least to me overshadows that,Day by day,1512864000,,
3.0,False,"06 24, 2013",A2QWUALFI56IYR,B004EPYZNU,{'Format:': ' Amazon Video'},LoveMyKansas,Boring not worth my time unless I'm Really bored with nothing to do except need a reason to get sleepy,Nothing wrong nothing right,1372032000,,
5.0,True,"05 25, 2011",AFPR2BY85DFAD,6301902645,{'Format:': ' Blu-ray'},Long Time Home Theater Guy,"Being an owner through the years of 3 previously available versions (Beta; LaserDisc; DVD) of this film, the primary question whenever a Blu-ray edition is announced of a catalog title produced 40 years ago, is whether the upgrade is worth investing in one more time.  All too often has been the case during the early adoption phase of any new format, the answer at best, is maybe.  Improved but due to the source materials and/or mastering methods used, perhaps not fully utilizing the capabilities available with the new technology during any expected learning curve.

While my media center isn't what one would consider esoteric, it is for most purposes a capable and representative home theater environment for many featuring a 65"" Panasonic plasma display (custom settings but not fully calibrated), Pioneer Elite A/V receiver outputting to a matched JBL 7.1 speaker system about a year technologically obsolete this date.

Being a long time Porsche automotive enthusiast, a fan of both Steve McQueen and the 24 Hours of Le Mans motor race, I have certainly enjoyed multiple viewings of this film through the years and quite familiar with it both visually and sonically from beginning to end.  There are multiple reviews available on different websites so with rare exception, the comments I express here will be limited to my personal opinions of CBS/Paramount's effort with this new offering.

Right on schedule, my new Blu-ray copies of Le Mans and Grand Prix arrived in the mail together as these two films were once again, ""connected at the hip"" as they have been through the decades.  For the less than $18 you can acquire this Blu-ray from Amazon during its initial release period, my title for this post says it all:  ""Don't hesitate, it's Magnifique!""

One expects an improved image on Blu-ray but I was stunned at how cinematically the final image was.  There is almost a perfect level of visual grain from beginning to end that creates what is so missing in many of today's CGI based motion pictures.  The look of film!  Special effects were all done in camera and look absolutely real in 1080P high definition.  The colors are rich and vibrant even considering the conditions the 1 million original feet of film was shot using now, 4 decade old techniques.  Flesh tones are spot on with Blacks deep and rich though there is occasional clipping during some of the night time scenes.  The Gulf Blue on the Porsches are dead accurate having seen the actual 917's at their namesake's museum in Zuffenhausen.

The clarity in some shots are truly amazing in the level of detail shown and even exposing close ups (06:23) that were originally shot with the camera's zoom lens I suspect, unintentionally mis-set at its starting rack focus point.  What some have described as ""soft.""  As many times as I have seen this film, the greatly enhanced picture (at times, video bandwidth indicating 30-33 mbs+ output) allowed me to see unexpectedly, background detail that had escaped notice during my many previous viewings such as the Black paint flaking off the right windshield pillar in Delaney's Porsche (24:21) or the exposed rivets/screws in same location on the Ferrari 512's (23:23).  Racecars are typically well worn devices and seeing detailing such as this adds greatly to the realism the film is attempting to create.

I also noticed for the very first time, B&W portraits of both Michael Delaney (McQueen at 59.28) and his main rival driving for Ferrari in the story, Erich Stahler (Siegfried Rauch at 1:00:24) hanging on the walls (Michael to the right of the sliding entry door; Erich's to the left of where Michael sits with Lisa) of the cafeteria where McQueen has about as much dialog as there is in any one section of the entire film. If CBS/Paramount used compression, it was very slight and one never sees any halo edge effects.  They allowed the transfer to breathe and the visuals certain confirm that.

As impressive as the visual transfer is short of a full frame by frame restoration which means there were occasional scratches in the final print though few and far between, the new lossless 7.1 audio mix is its equal.  The panning from one side of the room to the other (as well as rear to front) matching the cars going right to left on the screen was truly immersive during the driving sequences.  While I wasn't expecting my subwoofer to be exercised anywhere close to Tron:  Legacy, very pleasantly surprised whenever LFE was used.  For someone that used to clean out record grooves with liquids and brushes before playing to minimize background noise (ticks, pops) while maximizing available dynamic range, two sections of the film truly validates the life like audio free from recording hiss offered here even when sourced from older analog masters.  The first takes place at the start of the race from 25:54 when Michael closes the rear window in his 917 and one hears the rhythm of a beating heart increasing in rate until the flag is dropped to start the race (28:00).  The second is a repeat of this same sonic theme after the Ferrari 512 crashes off the race course with the driver attempting to escape the pending explosion (1:08:10-1:08:47).  With the noise floor so low, listen for the very subtle atmospherics throughout these and many other scenes which in a 7.1 system absolutely helps to create a sound field that has great width and depth completely enveloping the viewer. Consider it 3D for your ears and extremely effective.  Overall, for the era this film came from, CBS/Paramount did an excellent and highly effective remix.

In the end, what most amazed me during my nearly two hours watching Le Mans again, was how completely and unexpectedly I had been pulled back into this racing spectacle during my viewing.  The clarity of an updated Blu-ray worthy transfer, a new 7.1 lossless soundtrack, the perceived shortcomings from a lack of any dialog beyond the PA announcer in the background all contributed to producing for me, Steve McQueen's vision for his film:  The physical and emotional experience of actually participating as a driver in the 24 Hours of Le Mans from the comfort of one's own neighborhood (home?) theater.  Isn't that ultimately, the intended purpose of every motion picture.","Don't hesitate, it's Magnifique!",1306281600,155,
5.0,True,"02 22, 2014",A6O9QD3GFBBPP,B00104AYZQ,{'Format:': ' DVD'},T. Proffitt,Jessica is the best. One of her earlier workouts and at a high beginner-intermediate level. I like this  for variety.,love it!,1393027200,,
5.0,False,"06 8, 2014",A2PZDX0VHEB7WT,B001P5I5ME,{'Format:': ' Amazon Video'},Lisa,"This is a wonderful series, with well-told and timeless stories of a young girl, an independent business woman, and various other believable and lovable characters; set in 19th century rural England.  The acting is excellent, the scenery is beautiful; hubby and I  enjoyed this very much, and the following seasons as well.  However, I am periodically taken aback by various things that just don't seem historically accurate for the time and place, unlike series like Cranford and even Upstairs Downstairs that seem to be a little closer to truth in expressing that historical period.  But the stories and scenery in this do make up for any historical shortcomings.",Wonderful stories set in historical period with perhaps not entirely careful historical accuracy,1402185600,,
5.0,False,"02 28, 2011",ARX7Z3NI6O0F7,B001KWB0L0,{'Format:': ' DVD'},Lynn May,"Watch this or read the book, then buy Organics to save your life and the family farmer.
We no longer need to concentrate on the foreign enemy what's happening on our own
U.S. soil is much more dangerous than Al Qaeda ever thought about being.  Monsanto,
ConAgra Foods and the petroleum corporations are doing what Al Qaeda, North Korea and
China can't seem to achieve.  After all, poison a country's food and water supply, and they
are all but dead.

Sounds pessimistic?  Take a good look a this documentary, the fact that Monsanto executives
are now on the Supreme Court and in other parts of our government, and Big Oil controls or
""contributes"" to candidates running for political office, plus the mess in the Gulf that is still
a MESS. Corporations have been allowed to ship jobs over seas with no repercussions.  Now what little
money we have left we are expected to buy and pay for poisoned food and water then breathe polluted
air.  WOW, Home of the Free!  I don't think so.

We, the American public have been hoodwinked, while worrying about war we have let the wolf
into our government and it is eating us alive.

Sadly, I think the corporations control too much of our government as it exists right now.
Sounds like our government needs an over haul!",GMOs the gifts that keep on KILLING,1298851200,2,
4.0,False,"04 27, 2005",AK7CAW3N1XZV6,B00049QQI2,{'Format:': ' VHS Tape'},Reviewer Dr. Beth,"In this 20 minute video, instructor Sara Ivanhoe leads a challenging yoga practice aimed at strengthening your core abdominal muscles. She begins with standing side bends, adding a twist with a knee lift. Next comes some additional seated stretches with forward bends, twists, and spine rolls. Sara then moves to an all-fours position and leads some particularly challenging work moving from down dog to plank pose with one leg pulled in towards your chest. This is followed by some additional seated twists, including a twisting boat pose. Lying on your back, you'll then perform Pilates-like abs moves such as criss-cross, bicycle, and stretches with both bent and straight legs. You'll also perform a half sit up with the legs both bent and stright as well as side knee drops with the legs both bent and straight.

Although the box for this video says that it is ""designed for all abilities,"" this is a tough, challening practice which is likely to feel overwhelming for beginners. The practice is best suited to those with some level of prior yoga experience as well as some pre-existing core strength. Overall, if you like Sara, have done yoga before, and want to focus more on your core, you are likely to enjoy this video.",A challenging yoga practice for strengthening your core,1114560000,2,
5.0,False,"06 2, 2016",A412L927W1VA8,6303454038,{'Format:': ' DVD'},xxSUPREMACY8xx,AWESOME,Five Stars,1464825600,,
5.0,True,"04 13, 2013",A3EBE61MZ8CBMX,B0015AOBOA,{'Format:': ' DVD'},Thumper,I love this show and these DVD's.  These are not remastered or anything so it is as you watched them on Sunday mornings but they are good. I recommend.,Love this,1365811200,,
5.0,True,"05 24, 2016",A343B32LMMXTO2,6304238142,{'Format:': ' DVD'},Hans kaseman,The movie was just like I remembered it. Also in great condiction.,Five Stars,1464048000,,
5.0,True,"06 14, 2014",ATJ1AKNV47FWM,B005GYSUYI,{'Format:': ' Blu-ray'},Robertd5150,This is the blu ray verson of both movies I love the pacific awesome awesom it will teach you a lot of history and you meet CMH winners from Guadicanal actual real footage it's great,Our family of Heros,1402704000,,
1.0,True,"12 27, 2011",AXAB89CWZH7A8,B000063K0T,{'Format:': ' DVD'},S. C. ONeil,"This is an edited version of the original NR vhs release.  Rated R, yet doesn't have as much sex as most R rated movies.  Almost all of the sex scenes are edited out, and some of the nudity.  Some female cast have their scenes edited out completely.  Nothing like a couple discussing a strip pool game, and then the scene cutting as the man sets up the table.  Don't waste your time on this, try and find the original on vhs, or a transfer straight from the original vhs.",Another rip-off dvd release.,1324944000,,
5.0,True,"03 3, 2015",A2H2MFJ2YY45VI,B00003CXKT,{'Format:': ' DVD'},Brian,LOVE IT,Five Stars,1425340800,,
1.0,False,"01 15, 2009",A2405BPZN0OWT4,B0012QE4Q2,{'Format:': ' Blu-ray'},kingofkings,very slow a true dud i asked my sister did she want it. i wanted it out of collection so bad i asked if i can pay her to pick it up. she did not thou sent it to her in the mail.,movie buff,1231977600,,
2.0,True,"08 20, 2017",A2EFDEWRLTZYLG,6305807876,{'Format:': ' Amazon Video'},Amazon Customer,Ok.,Two Stars,1503187200,,
4.0,True,"01 29, 2011",AQR22MPF45M3P,6304467788,{'Format:': ' DVD'},Rachel,"I purchased this series because I've enjoyed other works starring Atkinson, and the description sounded funny -- in other words, I had very little idea of what to expect. I was not disappointed. This is something like a modernized, diversified Black Adder-humor cop show. In other words, highly entertaining.

There is a fairly sizable cast of characters, most of whom are very good to excellent. The plots are varied, but generally nothing extraordinary (in either a negative or positive sense); the show relies more on the humorous interactions of characters, rather than the storyline of each episode, to foster enjoyment. That said, British humor, obviously, abounds, so, if that bores you, you probably won't like this; otherwise, you will likely enjoy it very much. This is not, imho, the best of British comedy; it is reminiscent of the Black Adder series in its puns, but, alas, the pupil does not outshine the master. One thing, I think, is that Atkinson is not reprising the role at which he most excels -- pseudo-villain. Aktinson's inspector is very good, but he is not the same caliber as the ""Black Vegetable"" -- not through a failing on the actor's part, but by the constraints of the script, which force him (as the part demands) to play a good guy, when he, as an actor, shines so as a villain. That is hardly a problem with either the plot or the acting, though -- just an observation on my part. :)

Also to be aware of, depending on the episode, there is a heavy reliance on sexual humor to draw laughs. Some episodes are better, some are worse, and sometimes this is funny, and sometimes it's not really.

All in all, I rate this a solid 4/5 stars, with some episodes eliciting side-splitting laughter, and others a quiet ""meh"".",Inspector Black Vegetable,1296259200,6,
5.0,True,"10 16, 2017",A3DHVK4BQT2D5N,B00005QW6Y,{'Format:': ' DVD'},Savannah Taylor,A classic,Five Stars,1508112000,,
5.0,True,"02 6, 2018",A2LTMCWCFI8TBI,B00M0JU1XU,{'Format:': ' DVD'},Sharon,Great story.,Five Stars,1517875200,,
4.0,False,"09 7, 2014",A39GW5CBWTIWAZ,B00M7D81SQ,{'Format:': ' DVD'},Phil Silverman,"well, another good movie which easily could have been great....the usual complaints from this never satisfied viewer > needed to shave off 15-18 minutes and too much smart and sexy women versus guys who don't get it stuff.

first hour or so, quite satisfying and very often brilliantly insightful.

the director/writer/powers that be had a terrific chance for a surprise ending...but no.

I still recommend this really good movie from 2013. Mark (the hippie producer lucky enough to carry on, thru disco and rap), Keira (the open mike singer-songwriter who has something going for today's pop music world but insists on staying the ""artiste""), and Adam (the superstar too willing to believe his reviews) do a super job of acting. LOve Mark's ""Jim Morrison in Paris"" personae > he plays that to the hilt!

Mark and Keira stubbornly hang on to their dream...will their dreams coalesce? check it out!","shoulda been titled: TAKE TWO / loose jointed, but funny modern comedy w cool acting",1410048000,2,
5.0,True,"02 28, 2015",A11K05371FIJQ4,B005TK232Y,{'Format:': ' DVD'},Elaine B.,I thoroughly enjoyed this video and learning about Charismatic. Very well done.,Five Stars,1425081600,4,
5.0,True,"09 11, 2016",AINB2DYAA4PRE,B01D9EUNB4,{'Format:': ' Prime Video'},Kermit,Great movie,,1473552000,,
4.0,True,"11 10, 2015",AP46RK8RB4VEQ,B000MGBM5O,{'Format:': ' Amazon Video'},wdillard2,love it,Four Stars,1447113600,,
2.0,True,"04 23, 2015",A1SR3SCVPMCM81,B00FQ25EA8,{'Format:': ' Amazon Video'},R. Anstee,Not believable at all.  Interesting movie but they did not bother to tell us how their system works nor how Hitomi mastered it.,Not believable,1429747200,,
5.0,False,"12 16, 2003",AOFEI1XEW48BO,6303397093,{'Format:': ' VHS Tape'},Jeremy Boettcher,"Jessica Lange plays a stressed out ""crazy"" military housewife who moves with her husband tommy lee jones and kids from hawaii to alabama. She gets involved with his boss who is working on a radiation project Jones does not believe in. LAnge has to go far to prove her love for Jones and she does. i read this movie sat on the shelf for three years becase its distributor Orion went out of business. Excellant movie and beautiful music.",Lange did deserve the award!,1071532800,4,
3.0,False,"03 1, 2009",A1X054KUYG5V,6303114946,{'Format:': ' DVD'},One-Line Film Reviews,"The Bottom Line:

A movie which begins as an insightful look into the depressing world of American chess prodigies, Searching for Bobby Fischer ultimately disappoints due to a slavish love of formula; worth watching for chess-lovers, it's nonetheless a movie that could have been a lot more.",2.5 stars out of 4,1235865600,2,
1.0,False,"06 17, 2008",A3QPU6PKEVOJ65,B000M343AI,{'Format:': ' DVD'},mythmaker,"Yes, believe it or not, the Region 2 version of the Season 2 set has the original music INTACT! Why, you may ask? Probably has to do with different copyright laws outside the US border, I would imagine. So, if you have a region-free player and can play PAL-formatted discs (usually no problem if you're region-free), this is the best solution!",Want the original music? Buy the REGION 2 VERSION!!!,1213660800,13,
